web-scraper-order,web-scraper-start-url,Date,Open,Close*,Empresa
1616360622-27,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2020",224.59,227.07,Facebook
1616360622-26,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2020",228.5,253.67,Facebook
1616360622-23,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Oct 01, 2020",265.35,263.11,Facebook
1616360622-31,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2020",203.44,192.47,Facebook
1616360622-20,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2021",274.78,258.33,Facebook
1616360622-21,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2020",279.16,273.16,Facebook
1616360622-18,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2021",260.82,290.11,Facebook
1616360622-19,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2021",259.52,257.62,Facebook
1616360622-24,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Sep 01, 2020",294.71,261.9,Facebook
1616360622-22,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Nov 01, 2020",264.6,276.97,Facebook
1616360622-17,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 19, 2021",281.22,290.11,Facebook
1616360622-30,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2020",194.03,166.8,Facebook
1616360622-28,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2020",201.6,225.09,Facebook
1616360331-527,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2020","1,351.61","1,162.81",Google
1616360331-526,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Apr 01, 2020","1,122.00","1,348.66",Google
1616360331-521,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Sep 01, 2020","1,636.63","1,469.60",Google
1616360331-529,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2020","1,341.55","1,434.23",Google
1616360331-524,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2020","1,418.39","1,413.61",Google
1616360331-517,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2021","1,757.54","1,835.74",Google
1616360331-516,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2021","1,853.57","2,036.86",Google
1616360331-515,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2021","2,056.52","2,043.20",Google
1616360331-522,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2020","1,486.64","1,634.18",Google
1616360331-523,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2020","1,411.10","1,482.96",Google
1616360331-518,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2020","1,774.37","1,751.88",Google
1616360331-525,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2020","1,328.50","1,428.92",Google
1616360331-514,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 19, 2021","2,042.05","2,043.20",Google
1616360331-528,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2020","1,462.00","1,339.33",Google
1616360331-520,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Oct 01, 2020","1,484.27","1,621.01",Google
1616360331-519,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Nov 01, 2020","1,628.16","1,760.74",Google
1616360412-15,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2020",347.24,369.03,Netflix
1616360412-7,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Oct 01, 2020",506.03,475.74,Netflix
1616360412-6,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Nov 01, 2020",478.87,490.7,Netflix
1616360412-2,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2021",545.57,512.18,Netflix
1616360412-12,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2020",415.1,419.73,Netflix
1616360412-3,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2021",536.79,538.85,Netflix
1616360412-1,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 19, 2021",504.96,512.18,Netflix
1616360412-9,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2020",490.86,529.56,Netflix
1616360412-16,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2020",326.1,345.09,Netflix
1616360412-10,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2020",454,488.88,Netflix
1616360412-4,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2021",539,532.39,Netflix
1616360412-8,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Sep 01, 2020",532.6,500.03,Netflix
1616360412-14,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2020",373.11,375.5,Netflix
1616360412-13,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Apr 01, 2020",376.05,419.85,Netflix
1616360412-5,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2020",492.34,540.73,Netflix
1616360412-11,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2020",418.83,455.04,Netflix
