web-scraper-order,web-scraper-start-url,Date,Open,High,Low,Close*,Adj Close**,Volume,Empresa
1615774717-2941,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 26, 2020","3,198.74","3,282.98","3,153.30","3,207.04","3,207.04","5,901,200",Amazon
1615774717-2997,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 06, 2020","3,194.36","3,247.47","3,165.43","3,225.00","3,225.00","3,940,600",Amazon
1615774717-3090,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Mar 25, 2020","1,920.69","1,950.26","1,885.78","1,885.84","1,885.84","6,479,100",Amazon
1615774717-3040,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 05, 2020","2,444.51","2,488.65","2,437.13","2,483.00","2,483.00","3,306,400",Amazon
1615774717-2987,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 20, 2020","3,252.00","3,312.62","3,238.00","3,297.37","3,297.37","3,332,500",Amazon
1615774717-2944,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 21, 2020","3,212.50","3,233.88","3,160.00","3,184.94","3,184.94","4,592,700",Amazon
1615774717-2975,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Sep 08, 2020","3,144.00","3,250.85","3,130.00","3,149.84","3,149.84","6,094,200",Amazon
1615774717-2930,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Nov 10, 2020","3,095.02","3,114.00","3,019.48","3,035.02","3,035.02","6,591,000",Amazon
1615774717-2851,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Mar 08, 2021","3,015.00","3,064.59","2,951.31","2,951.95","2,951.95","4,178,500",Amazon
1615774717-2901,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Dec 22, 2020","3,202.84","3,222.00","3,180.08","3,206.52","3,206.52","2,369,400",Amazon
1615774717-2909,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Dec 10, 2020","3,088.99","3,142.10","3,076.00","3,101.49","3,101.49","3,030,200",Amazon
1615774717-2981,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 28, 2020","3,423.00","3,433.37","3,386.50","3,401.80","3,401.80","2,897,000",Amazon
1615774717-3089,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Mar 26, 2020","1,902.00","1,956.49","1,889.29","1,955.49","1,955.49","6,221,300",Amazon
1615774717-3025,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 26, 2020","2,775.06","2,782.57","2,688.00","2,692.87","2,692.87","6,500,800",Amazon
1615774717-3068,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Apr 27, 2020","2,443.20","2,444.88","2,363.00","2,376.00","2,376.00","5,645,600",Amazon
1615774717-2956,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 05, 2020","3,145.84","3,202.53","3,140.85","3,199.20","3,199.20","3,775,300",Amazon
1615774717-2936,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Nov 02, 2020","3,061.74","3,079.71","2,950.12","3,004.48","3,004.48","7,257,400",Amazon
1615774717-2917,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Nov 30, 2020","3,208.48","3,228.39","3,125.55","3,168.04","3,168.04","4,063,900",Amazon
1615774717-3001,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 31, 2020","3,244.00","3,246.82","3,151.00","3,164.68","3,164.68","8,085,500",Amazon
1615774717-2965,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Sep 22, 2020","3,033.84","3,133.99","3,000.20","3,128.99","3,128.99","6,948,800",Amazon
1615774717-3065,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Apr 30, 2020","2,419.84","2,475.00","2,396.01","2,474.00","2,474.00","9,534,600",Amazon
1615774717-2988,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 19, 2020","3,303.01","3,315.90","3,256.00","3,260.48","3,260.48","4,185,100",Amazon
1615774717-3079,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Apr 09, 2020","2,044.30","2,053.00","2,017.66","2,042.76","2,042.76","4,655,600",Amazon
1615774717-2947,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 16, 2020","3,363.23","3,399.66","3,160.00","3,272.71","3,272.71","6,474,400",Amazon
1615774717-2980,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 31, 2020","3,408.99","3,495.00","3,405.00","3,450.96","3,450.96","4,185,900",Amazon
1615774717-3014,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 14, 2020","3,089.00","3,127.38","2,950.00","3,084.00","3,084.00","7,231,900",Amazon
1615774717-2891,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jan 07, 2021","3,157.00","3,208.54","3,155.00","3,162.16","3,162.16","3,514,500",Amazon
1615774717-2899,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Dec 24, 2020","3,193.90","3,202.00","3,169.00","3,172.69","3,172.69","1,451,900",Amazon
1615774717-2908,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Dec 11, 2020","3,096.66","3,118.67","3,072.82","3,116.42","3,116.42","3,064,700",Amazon
1615774717-2954,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 07, 2020","3,135.00","3,200.00","3,132.39","3,195.69","3,195.69","4,309,400",Amazon
1615774717-3044,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 01, 2020","2,448.00","2,476.93","2,444.17","2,471.04","2,471.04","2,928,900",Amazon
1615774717-3000,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 03, 2020","3,180.51","3,184.00","3,104.00","3,111.89","3,111.89","5,074,700",Amazon
1615774717-2920,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Nov 24, 2020","3,100.50","3,134.25","3,086.26","3,118.06","3,118.06","3,602,100",Amazon
1615774717-3026,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 25, 2020","2,739.55","2,756.23","2,712.14","2,754.58","2,754.58","2,968,700",Amazon
1615774717-2877,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jan 28, 2021","3,235.04","3,301.68","3,228.69","3,237.62","3,237.62","3,149,200",Amazon
1615774717-2927,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Nov 13, 2020","3,122.00","3,141.72","3,085.39","3,128.81","3,128.81","3,756,200",Amazon
1615774717-2903,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Dec 18, 2020","3,243.99","3,249.42","3,171.60","3,201.65","3,201.65","5,995,700",Amazon
1615774717-2876,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jan 29, 2021","3,230.00","3,236.99","3,184.55","3,206.20","3,206.20","4,285,600",Amazon
1615774717-2979,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Sep 01, 2020","3,489.58","3,513.87","3,467.00","3,499.12","3,499.12","3,476,400",Amazon
1615774717-2865,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Feb 16, 2021","3,254.05","3,308.30","3,253.59","3,268.95","3,268.95","2,574,700",Amazon
1615774717-3071,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Apr 22, 2020","2,369.00","2,394.00","2,351.00","2,363.49","2,363.49","4,218,300",Amazon
1615774717-2897,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Dec 29, 2020","3,309.94","3,350.65","3,281.22","3,322.00","3,322.00","4,872,900",Amazon
1615774717-2913,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Dec 04, 2020","3,198.21","3,198.21","3,158.76","3,162.58","3,162.58","2,913,600",Amazon
1615774717-2923,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Nov 19, 2020","3,105.31","3,125.00","3,080.92","3,117.02","3,117.02","3,010,300",Amazon
1615774717-2966,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Sep 21, 2020","2,906.50","2,962.00","2,871.00","2,960.47","2,960.47","6,117,900",Amazon
1615774717-2872,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Feb 04, 2021","3,330.00","3,347.00","3,277.75","3,331.00","3,331.00","3,670,700",Amazon
1615774717-2852,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Mar 05, 2021","3,005.00","3,009.00","2,881.00","3,000.46","3,000.46","5,383,400",Amazon
1615774717-3039,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 08, 2020","2,500.20","2,530.00","2,487.34","2,524.06","2,524.06","3,970,700",Amazon
1615774717-3085,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Apr 01, 2020","1,932.97","1,944.96","1,893.00","1,907.70","1,907.70","4,121,900",Amazon
1615774717-3094,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Mar 19, 2020","1,860.00","1,945.00","1,832.65","1,880.93","1,880.93","10,399,900",Amazon
1615774717-3095,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Mar 18, 2020","1,750.00","1,841.66","1,745.00","1,830.00","1,830.00","9,645,200",Amazon
1615774717-3037,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 10, 2020","2,645.00","2,722.35","2,626.26","2,647.45","2,647.45","4,946,000",Amazon
1615774717-2973,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Sep 10, 2020","3,307.22","3,349.89","3,170.55","3,175.11","3,175.11","5,330,700",Amazon
1615774717-2882,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jan 21, 2021","3,293.00","3,348.55","3,289.57","3,306.99","3,306.99","4,945,100",Amazon
1615774717-2912,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Dec 07, 2020","3,156.48","3,180.76","3,141.69","3,158.00","3,158.00","2,751,300",Amazon
1615774717-3011,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 17, 2020","3,009.00","3,024.00","2,948.45","2,961.97","2,961.97","4,761,300",Amazon
1615774717-3019,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 07, 2020","3,058.55","3,069.55","2,990.00","3,000.12","3,000.12","5,257,500",Amazon
1615774717-3010,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 20, 2020","3,000.20","3,201.36","2,994.02","3,196.84","3,196.84","7,598,200",Amazon
1615774717-3072,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Apr 21, 2020","2,416.61","2,428.31","2,279.66","2,328.12","2,328.12","7,476,700",Amazon
1615774717-3029,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 22, 2020","2,684.50","2,715.00","2,669.00","2,713.82","2,713.82","3,208,800",Amazon
1615774717-3020,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 06, 2020","2,934.97","3,059.88","2,930.00","3,057.04","3,057.04","6,880,600",Amazon
1615774717-2918,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Nov 27, 2020","3,211.26","3,216.19","3,190.05","3,195.34","3,195.34","2,392,900",Amazon
1615774717-2995,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 10, 2020","3,170.31","3,172.51","3,101.52","3,148.16","3,148.16","3,167,300",Amazon
1615774717-3021,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 02, 2020","2,912.01","2,955.56","2,871.10","2,890.30","2,890.30","6,593,400",Amazon
1615774717-2854,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Mar 03, 2021","3,081.18","3,107.78","2,995.00","3,005.00","3,005.00","3,967,200",Amazon
1615774717-2878,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jan 27, 2021","3,341.49","3,346.52","3,207.08","3,232.58","3,232.58","4,660,200",Amazon
1615774717-2990,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 17, 2020","3,173.12","3,194.97","3,154.18","3,182.41","3,182.41","2,691,200",Amazon
1615774717-2881,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jan 22, 2021","3,304.31","3,321.91","3,283.16","3,292.23","3,292.23","2,821,900",Amazon
1615774717-2864,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Feb 17, 2021","3,263.60","3,320.91","3,259.50","3,308.64","3,308.64","3,297,500",Amazon
1615774717-3006,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 24, 2020","2,930.00","3,031.58","2,888.00","3,008.91","3,008.91","5,632,400",Amazon
1615774717-2926,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Nov 16, 2020","3,093.20","3,142.70","3,072.69","3,131.06","3,131.06","3,808,700",Amazon
1615774717-3002,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 30, 2020","3,014.00","3,092.00","3,005.00","3,051.88","3,051.88","6,128,300",Amazon
1615774717-3077,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Apr 14, 2020","2,200.47","2,292.00","2,186.21","2,283.32","2,283.32","8,087,200",Amazon
1615774717-3036,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 11, 2020","2,603.50","2,671.38","2,536.23","2,557.96","2,557.96","5,800,100",Amazon
1615774717-2992,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 13, 2020","3,182.99","3,217.52","3,155.00","3,161.02","3,161.02","3,149,000",Amazon
1615774717-3098,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Mar 13, 2020","1,755.00","1,786.31","1,680.62","1,785.00","1,785.00","8,809,700",Amazon
1615774717-3015,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 13, 2020","3,251.06","3,344.29","3,068.39","3,104.00","3,104.00","7,720,400",Amazon
1615774717-3038,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 09, 2020","2,529.44","2,626.43","2,525.00","2,600.86","2,600.86","5,176,000",Amazon
1615774717-2849,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Mar 10, 2021","3,098.45","3,116.46","3,030.05","3,057.64","3,057.64","3,008,700",Amazon
1615774717-2969,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Sep 16, 2020","3,179.99","3,187.24","3,074.15","3,078.10","3,078.10","4,512,200",Amazon
1615774717-2943,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 22, 2020","3,189.87","3,198.75","3,121.94","3,176.40","3,176.40","4,212,000",Amazon
1615774717-2996,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 07, 2020","3,224.01","3,240.81","3,140.67","3,167.46","3,167.46","3,936,100",Amazon
1615774717-3017,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 09, 2020","3,115.99","3,193.88","3,074.00","3,182.63","3,182.63","6,388,700",Amazon
1615774717-3005,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 27, 2020","3,062.00","3,098.00","3,015.77","3,055.21","3,055.21","4,170,500",Amazon
1615774717-2977,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Sep 03, 2020","3,485.00","3,488.41","3,303.00","3,368.00","3,368.00","8,161,100",Amazon
1615774717-3059,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"May 08, 2020","2,372.14","2,387.24","2,357.00","2,379.61","2,379.61","3,211,200",Amazon
1615774717-2993,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 12, 2020","3,108.00","3,174.39","3,101.42","3,162.24","3,162.24","3,527,200",Amazon
1615774717-3034,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 15, 2020","2,526.60","2,584.00","2,508.00","2,572.68","2,572.68","3,865,100",Amazon
1615774717-2870,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Feb 08, 2021","3,358.50","3,365.00","3,304.00","3,322.94","3,322.94","3,257,400",Amazon
1615774717-2937,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 30, 2020","3,157.75","3,167.00","3,019.00","3,036.15","3,036.15","8,386,400",Amazon
1615774717-2931,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Nov 09, 2020","3,231.03","3,289.00","3,112.11","3,143.74","3,143.74","7,190,400",Amazon
1615774717-2952,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 09, 2020","3,210.00","3,288.99","3,197.83","3,286.65","3,286.65","4,907,900",Amazon
1615774717-3008,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 22, 2020","3,125.00","3,150.00","3,065.26","3,099.91","3,099.91","4,104,200",Amazon
1615774717-3027,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 24, 2020","2,780.00","2,796.00","2,721.00","2,734.40","2,734.40","4,526,600",Amazon
1615774717-2989,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 18, 2020","3,212.00","3,320.00","3,205.82","3,312.49","3,312.49","5,346,000",Amazon
1615774717-2961,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Sep 28, 2020","3,148.85","3,175.04","3,117.17","3,174.05","3,174.05","4,224,200",Amazon
1615774717-3055,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"May 14, 2020","2,361.01","2,391.37","2,353.21","2,388.85","2,388.85","3,648,100",Amazon
1615774717-2932,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Nov 06, 2020","3,304.64","3,322.00","3,232.00","3,311.37","3,311.37","4,647,300",Amazon
1615774717-3047,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"May 27, 2020","2,404.99","2,413.58","2,330.00","2,410.39","2,410.39","5,056,900",Amazon
1615774717-2938,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 29, 2020","3,201.27","3,257.25","3,164.00","3,211.01","3,211.01","6,596,500",Amazon
1615774717-3069,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Apr 24, 2020","2,417.00","2,420.43","2,382.00","2,410.22","2,410.22","3,831,800",Amazon
1615774717-2896,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Dec 30, 2020","3,341.00","3,342.10","3,282.47","3,285.85","3,285.85","3,209,300",Amazon
1615774717-3004,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 28, 2020","3,054.27","3,077.09","2,995.76","3,000.33","3,000.33","3,126,700",Amazon
1615774717-3087,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Mar 30, 2020","1,922.83","1,973.63","1,912.34","1,963.95","1,963.95","6,126,100",Amazon
1615774717-2951,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 12, 2020","3,349.94","3,496.24","3,339.55","3,442.93","3,442.93","8,364,200",Amazon
1615774717-3028,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 23, 2020","2,726.02","2,783.11","2,718.04","2,764.41","2,764.41","4,231,700",Amazon
1615774717-3062,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"May 05, 2020","2,340.00","2,351.00","2,307.13","2,317.80","2,317.80","3,242,500",Amazon
1615774717-2861,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Feb 22, 2021","3,208.13","3,232.32","3,172.26","3,180.74","3,180.74","3,515,700",Amazon
1615774717-3024,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 29, 2020","2,690.01","2,696.80","2,630.08","2,680.38","2,680.38","4,223,400",Amazon
1615774717-2959,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Sep 30, 2020","3,141.14","3,212.88","3,133.99","3,148.73","3,148.73","4,896,100",Amazon
1615774717-2869,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Feb 09, 2021","3,312.49","3,338.00","3,297.84","3,305.00","3,305.00","2,203,500",Amazon
1615774717-3070,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Apr 23, 2020","2,399.98","2,424.22","2,382.08","2,399.45","2,399.45","5,066,600",Amazon
1615774717-2940,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 27, 2020","3,224.94","3,291.66","3,211.30","3,286.33","3,286.33","4,291,000",Amazon
1615774717-2950,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 13, 2020","3,467.99","3,492.38","3,424.22","3,443.63","3,443.63","5,744,700",Amazon
1615774717-2924,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Nov 18, 2020","3,134.00","3,140.00","3,105.10","3,105.46","3,105.46","2,916,800",Amazon
1615774717-3012,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jul 16, 2020","2,971.06","3,032.00","2,918.23","2,999.90","2,999.90","6,394,200",Amazon
1615774717-3032,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 17, 2020","2,647.50","2,655.00","2,631.82","2,640.98","2,640.98","2,959,300",Amazon
1615774717-2871,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Feb 05, 2021","3,319.00","3,377.00","3,302.71","3,352.15","3,352.15","3,613,600",Amazon
1615774717-2976,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Sep 04, 2020","3,318.00","3,381.50","3,111.13","3,294.62","3,294.62","8,781,800",Amazon
1615774717-3057,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"May 12, 2020","2,411.85","2,419.00","2,355.00","2,356.95","2,356.95","3,074,900",Amazon
1615774717-2850,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Mar 09, 2021","3,017.99","3,090.96","3,005.15","3,062.85","3,062.85","4,023,500",Amazon
1615774717-3091,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Mar 24, 2020","1,951.50","1,955.00","1,900.34","1,940.10","1,940.10","7,147,100",Amazon
1615774717-3083,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Apr 03, 2020","1,911.15","1,926.33","1,889.15","1,906.59","1,906.59","3,609,900",Amazon
1615774717-3060,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"May 07, 2020","2,374.78","2,376.00","2,343.11","2,367.61","2,367.61","3,396,400",Amazon
1615774717-3048,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"May 26, 2020","2,458.00","2,462.00","2,414.06","2,421.86","2,421.86","3,568,200",Amazon
1615774717-2958,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 01, 2020","3,208.00","3,224.00","3,172.00","3,221.26","3,221.26","4,971,900",Amazon
1615774717-2957,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 02, 2020","3,153.63","3,195.80","3,123.00","3,125.00","3,125.00","5,613,100",Amazon
1615774717-2887,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jan 13, 2021","3,128.44","3,189.95","3,122.08","3,165.89","3,165.89","3,321,200",Amazon
1615774717-2915,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Dec 02, 2020","3,221.65","3,232.00","3,173.26","3,203.53","3,203.53","3,129,300",Amazon
1615774717-3035,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 12, 2020","2,601.21","2,621.48","2,503.35","2,545.02","2,545.02","5,436,100",Amazon
1615774717-2925,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Nov 17, 2020","3,183.54","3,189.25","3,135.26","3,135.66","3,135.66","3,444,700",Amazon
1615774717-2972,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Sep 11, 2020","3,208.69","3,217.34","3,083.98","3,116.22","3,116.22","5,094,000",Amazon
1615774717-2848,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Mar 11, 2021","3,104.01","3,131.78","3,082.93","3,113.59","3,113.59","2,770,800",Amazon
1615774717-3067,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Apr 28, 2020","2,372.10","2,373.50","2,306.00","2,314.08","2,314.08","5,269,400",Amazon
1615774717-2894,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jan 04, 2021","3,270.00","3,272.00","3,144.02","3,186.63","3,186.63","4,411,400",Amazon
1615774717-2859,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Feb 24, 2021","3,166.75","3,171.23","3,125.38","3,159.53","3,159.53","3,011,300",Amazon
1615774717-3045,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"May 29, 2020","2,415.94","2,442.37","2,398.20","2,442.37","2,442.37","3,529,300",Amazon
1615774717-2884,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jan 19, 2021","3,107.00","3,145.00","3,096.00","3,120.76","3,120.76","3,305,100",Amazon
1615774717-3063,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"May 04, 2020","2,256.38","2,326.98","2,256.38","2,315.99","2,315.99","4,865,900",Amazon
1615774717-3051,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"May 20, 2020","2,477.87","2,500.01","2,467.27","2,497.94","2,497.94","3,998,100",Amazon
1615774717-3046,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"May 28, 2020","2,384.33","2,436.97","2,378.23","2,401.10","2,401.10","3,190,200",Amazon
1615774717-2967,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Sep 18, 2020","3,031.74","3,037.80","2,905.54","2,954.91","2,954.91","8,892,600",Amazon
1615774717-2883,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jan 20, 2021","3,181.99","3,279.80","3,175.00","3,263.38","3,263.38","5,309,800",Amazon
1615774717-2960,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Sep 29, 2020","3,175.39","3,188.26","3,132.54","3,144.88","3,144.88","3,495,800",Amazon
1615774717-2888,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jan 12, 2021","3,120.00","3,142.14","3,086.00","3,120.83","3,120.83","3,514,600",Amazon
1615774717-2955,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Oct 06, 2020","3,165.00","3,182.00","3,090.00","3,099.96","3,099.96","5,086,900",Amazon
1615774717-2868,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Feb 10, 2021","3,314.00","3,317.95","3,254.00","3,286.58","3,286.58","3,151,600",Amazon
1615774717-2900,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Dec 23, 2020","3,205.00","3,210.13","3,184.17","3,185.27","3,185.27","2,093,800",Amazon
1615774717-2886,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jan 14, 2021","3,167.52","3,178.00","3,120.59","3,127.47","3,127.47","3,070,900",Amazon
1615774717-3096,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Mar 17, 2020","1,775.47","1,857.78","1,689.24","1,807.84","1,807.84","10,917,100",Amazon
1615774717-3049,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"May 22, 2020","2,455.01","2,469.85","2,430.13","2,436.88","2,436.88","2,867,100",Amazon
1615774717-2986,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 21, 2020","3,295.00","3,314.40","3,275.39","3,284.72","3,284.72","3,575,900",Amazon
1615774717-3030,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 19, 2020","2,678.08","2,697.43","2,659.00","2,675.01","2,675.01","5,777,000",Amazon
1615774717-2994,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 11, 2020","3,113.20","3,159.22","3,073.00","3,080.67","3,080.67","3,718,100",Amazon
1615774717-2875,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Feb 01, 2021","3,242.36","3,350.26","3,235.03","3,342.88","3,342.88","4,160,200",Amazon
1615774717-2985,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Aug 24, 2020","3,310.15","3,380.32","3,257.56","3,307.46","3,307.46","4,666,300",Amazon
1615774717-3023,https://finance.yahoo.com/quote/AMZN/history?p=AMZN,"Jun 30, 2020","2,685.07","2,769.63","2,675.03","2,758.82","2,758.82","3,769,700",Amazon
