web-scraper-order,web-scraper-start-url,Date,Open,High,Low,Close*,Adj Close**,Volume,Empresa
1615774484-2636,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 06, 2021",127.72,131.05,126.38,126.6,126.41,"155,088,000",Apple
1615774484-2763,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 10, 2020",95.33,95.98,94.71,95.92,95.44,"90,257,200",Apple
1615774484-2628,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 19, 2021",127.78,128.71,126.94,127.83,127.64,"90,757,300",Apple
1615774484-2697,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Oct 09, 2020",115.28,117,114.92,116.97,116.59,"100,506,900",Apple
1615774484-2785,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 09, 2020",83.04,86.4,83,86,85.57,"147,712,400",Apple
1615774484-2754,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 23, 2020",97,97.08,92.01,92.85,92.38,"197,004,400",Apple
1615774484-2656,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 07, 2020",122.31,124.57,122.25,123.75,123.57,"86,712,000",Apple
1615774484-2629,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 15, 2021",128.78,130.22,127,127.14,126.95,"111,598,500",Apple
1615774484-2737,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Aug 14, 2020",114.83,115,113.04,114.91,114.54,"165,565,200",Apple
1615774484-2688,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Oct 22, 2020",117.45,118.04,114.59,115.75,115.38,"101,988,000",Apple
1615774484-2748,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 31, 2020",102.89,106.42,100.82,106.26,105.73,"374,336,800",Apple
1615774484-2770,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 30, 2020",90.02,91.5,90,91.2,90.74,"140,223,200",Apple
1615774484-2780,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 16, 2020",87.86,88.3,86.18,88.02,87.58,"165,428,800",Apple
1615774484-2639,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 31, 2020",134.08,134.74,131.72,132.69,132.49,"99,116,600",Apple
1615774484-2755,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 22, 2020",96.69,97.97,96.6,97.27,96.79,"89,001,600",Apple
1615774484-2728,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Aug 27, 2020",127.14,127.49,123.83,125.01,124.61,"155,552,400",Apple
1615774484-2833,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Apr 01, 2020",61.63,62.18,59.78,60.23,59.76,"176,218,400",Apple
1615774484-2745,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Aug 05, 2020",109.38,110.39,108.9,110.06,109.51,"121,992,000",Apple
1615774484-2838,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 25, 2020",62.69,64.56,61.08,61.38,60.91,"303,602,000",Apple
1615774484-2744,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Aug 06, 2020",110.4,114.41,109.8,113.9,113.33,"202,428,800",Apple
1615774484-2729,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Aug 26, 2020",126.18,126.99,125.08,126.52,126.12,"163,022,400",Apple
1615774484-2659,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 02, 2020",122.02,123.37,120.89,123.08,122.9,"89,004,200",Apple
1615774484-2752,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 27, 2020",93.71,94.9,93.48,94.81,94.34,"121,214,000",Apple
1615774484-2772,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 26, 2020",91.1,91.33,88.25,88.41,87.96,"205,256,800",Apple
1615774484-2716,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 14, 2020",114.72,115.93,112.8,115.36,114.99,"140,150,100",Apple
1615774484-2700,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Oct 06, 2020",115.7,116.12,112.25,113.16,112.8,"161,498,200",Apple
1615774484-2711,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 21, 2020",104.54,110.19,103.1,110.08,109.73,"195,713,800",Apple
1615774484-2674,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 10, 2020",115.55,117.59,114.13,115.97,115.8,"138,023,400",Apple
1615774484-2609,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Feb 12, 2021",134.35,135.53,133.69,135.37,135.37,"60,029,300",Apple
1615774484-2658,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 03, 2020",123.52,123.78,122.21,122.94,122.76,"78,967,600",Apple
1615774484-2712,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 18, 2020",110.4,110.88,106.09,106.84,106.5,"287,104,900",Apple
1615774484-2746,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Aug 04, 2020",109.13,110.79,108.39,109.67,109.12,"173,071,600",Apple
1615774484-2735,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Aug 18, 2020",114.35,116,114.01,115.56,115.19,"105,633,600",Apple
1615774484-2670,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 16, 2020",118.92,120.99,118.15,120.3,120.12,"91,183,000",Apple
1615774484-2632,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 12, 2021",128.5,129.69,126.86,128.8,128.61,"91,951,100",Apple
1615774484-2613,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Feb 08, 2021",136.03,136.96,134.92,136.91,136.91,"71,297,200",Apple
1615774484-2710,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 22, 2020",112.68,112.86,109.16,111.81,111.45,"183,055,400",Apple
1615774484-2753,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 24, 2020",90.99,92.97,89.14,92.61,92.15,"185,438,800",Apple
1615774484-2687,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Oct 23, 2020",116.39,116.55,114.28,115.04,114.67,"82,572,600",Apple
1615774484-2747,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Aug 03, 2020",108.2,111.64,107.89,108.94,108.39,"308,151,200",Apple
1615774484-2597,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 03, 2021",124.81,125.71,121.84,122.06,122.06,"112,430,400",Apple
1615774484-2714,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 16, 2020",115.23,116,112.04,112.13,111.77,"154,679,000",Apple
1615774484-2673,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 11, 2020",117.19,119.63,116.44,119.49,119.31,"112,295,000",Apple
1615774484-2826,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Apr 13, 2020",67.08,68.43,66.46,68.31,67.79,"131,022,800",Apple
1615774484-2634,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 08, 2021",132.43,132.63,130.23,132.05,131.85,"105,158,200",Apple
1615774484-2750,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 29, 2020",93.75,95.23,93.71,95.04,94.56,"90,329,200",Apple
1615774484-2813,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Apr 30, 2020",72.49,73.63,72.09,73.45,72.89,"183,064,000",Apple
1615774484-2734,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Aug 19, 2020",115.98,117.16,115.61,115.71,115.34,"145,538,000",Apple
1615774484-2739,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Aug 12, 2020",110.5,113.28,110.3,113.01,112.65,"165,944,800",Apple
1615774484-2664,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 24, 2020",113.91,115.85,112.59,115.17,115,"113,874,200",Apple
1615774484-2603,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Feb 23, 2021",123.76,126.71,118.39,125.86,125.86,"158,273,000",Apple
1615774484-2749,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 30, 2020",94.19,96.3,93.77,96.19,95.71,"158,130,000",Apple
1615774484-2595,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 05, 2021",120.98,121.94,117.57,121.42,121.42,"153,590,400",Apple
1615774484-2767,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 06, 2020",92.5,93.94,92.47,93.46,92.99,"118,655,600",Apple
1615774484-2841,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 20, 2020",61.79,62.96,57,57.31,56.87,"401,693,200",Apple
1615774484-2651,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 14, 2020",122.6,123.35,121.54,121.78,121.6,"79,184,500",Apple
1615774484-2643,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 24, 2020",131.32,133.46,131.1,131.97,131.77,"54,930,100",Apple
1615774484-2842,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 19, 2020",61.85,63.21,60.65,61.19,60.72,"271,857,200",Apple
1615774484-2681,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 02, 2020",109.11,110.68,107.32,108.77,108.42,"122,866,900",Apple
1615774484-2795,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"May 26, 2020",80.88,81.06,79.13,79.18,78.79,"125,522,000",Apple
1615774484-2660,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 01, 2020",121.01,123.47,120.01,122.72,122.54,"128,166,800",Apple
1615774484-2751,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 28, 2020",94.37,94.55,93.25,93.25,92.79,"103,625,600",Apple
1615774484-2831,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Apr 03, 2020",60.7,61.42,59.74,60.35,59.89,"129,880,000",Apple
1615774484-2824,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Apr 15, 2020",70.6,71.58,70.16,71.11,70.56,"131,154,400",Apple
1615774484-2679,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 04, 2020",114.14,115.59,112.35,114.95,114.58,"138,235,500",Apple
1615774484-2596,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 04, 2021",121.75,123.6,118.62,120.13,120.13,"177,275,300",Apple
1615774484-2652,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 11, 2020",122.43,122.76,120.55,122.41,122.23,"86,939,800",Apple
1615774484-2819,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Apr 22, 2020",68.4,69.47,68.05,69.03,68.49,"117,057,200",Apple
1615774484-2844,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 17, 2020",61.88,64.4,59.6,63.22,62.73,"324,056,000",Apple
1615774484-2707,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 25, 2020",108.43,112.44,107.67,112.28,111.92,"149,981,400",Apple
1615774484-2622,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 27, 2021",143.43,144.3,140.41,142.06,141.85,"140,843,800",Apple
1615774484-2766,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 07, 2020",93.85,94.65,93.06,93.17,92.71,"112,424,400",Apple
1615774484-2791,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 01, 2020",79.44,80.59,79.3,80.46,80.06,"80,791,200",Apple
1615774484-2809,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"May 06, 2020",75.11,75.81,74.72,75.16,74.58,"142,333,600",Apple
1615774484-2718,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 10, 2020",120.36,120.5,112.5,113.49,113.13,"182,274,400",Apple
1615774484-2781,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 15, 2020",83.31,86.42,83.14,85.75,85.32,"138,808,800",Apple
1615774484-2760,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 15, 2020",98.99,99.25,96.49,97.72,97.24,"153,198,000",Apple
1615774484-2607,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Feb 17, 2021",131.25,132.22,129.47,130.84,130.84,"97,918,500",Apple
1615774484-2759,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 16, 2020",96.56,97.4,95.9,96.52,96.04,"110,577,600",Apple
1615774484-2799,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"May 19, 2020",78.76,79.63,78.25,78.29,77.89,"101,729,600",Apple
1615774484-2638,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 04, 2021",133.52,133.61,126.76,129.41,129.22,"143,301,900",Apple
1615774484-2657,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 04, 2020",122.6,122.86,121.52,122.25,122.07,"78,260,400",Apple
1615774484-2667,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 19, 2020",117.59,119.06,116.81,118.64,118.46,"74,113,000",Apple
1615774484-2786,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 08, 2020",82.56,83.4,81.83,83.36,82.95,"95,654,400",Apple
1615774484-2793,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"May 28, 2020",79.19,80.86,78.91,79.56,79.16,"133,560,800",Apple
1615774484-2702,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Oct 02, 2020",112.89,115.37,112.22,113.02,112.66,"144,712,000",Apple
1615774484-2600,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Feb 26, 2021",122.59,124.85,121.2,121.26,121.26,"164,320,000",Apple
1615774484-2708,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 24, 2020",105.17,110.25,105,108.22,107.87,"167,743,300",Apple
1615774484-2720,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 08, 2020",113.95,118.99,112.68,112.82,112.46,"231,366,600",Apple
1615774484-2653,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 10, 2020",120.5,123.87,120.15,123.24,123.06,"81,312,200",Apple
1615774484-2802,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"May 14, 2020",76.13,77.45,75.38,77.39,77,"158,929,200",Apple
1615774484-2646,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 21, 2020",125.02,128.31,123.45,128.23,128.04,"121,251,600",Apple
1615774484-2837,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 26, 2020",61.63,64.67,61.59,64.61,64.11,"252,087,200",Apple
1615774484-2836,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 27, 2020",63.19,63.97,61.76,61.94,61.46,"204,216,800",Apple
1615774484-2777,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 19, 2020",88.66,89.14,86.29,87.43,86.99,"264,476,000",Apple
1615774484-2783,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 11, 2020",87.33,87.76,83.87,83.97,83.55,"201,662,400",Apple
1615774484-2619,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Feb 01, 2021",133.75,135.38,130.93,134.14,133.94,"106,239,800",Apple
1615774484-2715,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 15, 2020",118.33,118.83,113.61,115.54,115.17,"184,642,000",Apple
1615774484-2671,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 13, 2020",119.44,119.67,117.87,119.26,119.08,"81,581,900",Apple
1615774484-2689,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Oct 21, 2020",116.67,118.71,116.45,116.87,116.49,"89,946,000",Apple
1615774484-2845,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 16, 2020",60.49,64.77,60,60.55,60.09,"322,423,600",Apple
1615774484-2805,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"May 11, 2020",77.03,79.26,76.81,78.75,78.36,"145,946,400",Apple
1615774484-2733,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Aug 20, 2020",115.75,118.39,115.73,118.28,117.9,"126,907,200",Apple
1615774484-2706,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 28, 2020",115.01,115.32,112.78,114.96,114.59,"137,672,400",Apple
1615774484-2686,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Oct 26, 2020",114.01,116.55,112.88,115.05,114.68,"111,850,700",Apple
1615774484-2668,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 18, 2020",118.61,119.82,118,118.03,117.85,"76,322,100",Apple
1615774484-2591,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 11, 2021",122.54,123.21,121.26,121.96,121.96,"102,753,600",Apple
1615774484-2774,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 24, 2020",91.25,92.2,89.63,90.01,89.56,"192,623,200",Apple
1615774484-2617,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Feb 03, 2021",135.76,135.77,133.61,133.94,133.74,"89,880,900",Apple
1615774484-2655,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 08, 2020",124.37,124.98,123.09,124.38,124.19,"82,225,500",Apple
1615774484-2680,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 03, 2020",109.66,111.49,108.73,110.44,110.09,"107,624,400",Apple
1615774484-2761,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 14, 2020",94.84,97.25,93.88,97.06,96.57,"170,989,200",Apple
1615774484-2663,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 25, 2020",115.55,116.75,115.17,116.03,115.86,"76,499,200",Apple
1615774484-2635,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 07, 2021",128.36,131.63,127.86,130.92,130.72,"109,578,200",Apple
1615774484-2701,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Oct 05, 2020",113.91,116.65,113.55,116.5,116.13,"106,243,800",Apple
1615774484-2788,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 04, 2020",81.1,81.4,80.19,80.58,80.18,"87,560,400",Apple
1615774484-2626,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 21, 2021",133.8,139.67,133.59,136.87,136.67,"120,529,500",Apple
1615774484-2627,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 20, 2021",128.66,132.49,128.55,132.03,131.83,"104,319,500",Apple
1615774484-2691,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Oct 19, 2020",119.96,120.42,115.66,115.98,115.61,"120,639,300",Apple
1615774484-2769,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 01, 2020",91.28,91.84,90.98,91.03,90.57,"110,737,200",Apple
1615774484-2731,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Aug 24, 2020",128.7,128.79,123.94,125.86,125.45,"345,937,600",Apple
1615774484-2611,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Feb 10, 2021",136.48,136.99,134.4,135.39,135.39,"73,046,600",Apple
1615774484-2637,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 05, 2021",128.89,131.74,128.43,131.01,130.81,"97,664,900",Apple
1615774484-2798,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"May 20, 2020",79.17,79.88,79.13,79.81,79.41,"111,504,800",Apple
1615774484-2612,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Feb 09, 2021",136.62,137.88,135.85,136.01,136.01,"76,774,200",Apple
1615774484-2773,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 25, 2020",90.18,91.25,89.39,91.21,90.75,"137,522,400",Apple
1615774484-2633,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 11, 2021",129.19,130.17,128.5,128.98,128.79,"100,620,900",Apple
1615774484-2684,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Oct 28, 2020",115.05,115.43,111.1,111.2,110.84,"143,937,800",Apple
1615774484-2676,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 06, 2020",118.32,119.2,116.13,118.69,118.51,"114,457,900",Apple
1615774484-2644,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 23, 2020",132.16,132.43,130.78,130.96,130.76,"88,223,700",Apple
1615774484-2717,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 11, 2020",114.57,115.23,110,112,111.64,"180,860,300",Apple
1615774484-2620,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 29, 2021",135.83,136.74,130.21,131.96,131.76,"177,180,600",Apple
1615774484-2685,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Oct 27, 2020",115.49,117.28,114.54,116.6,116.23,"92,276,800",Apple
1615774484-2839,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 24, 2020",59.09,61.92,58.58,61.72,61.25,"287,531,200",Apple
1615774484-2669,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 17, 2020",119.55,120.67,118.96,119.39,119.21,"74,271,000",Apple
1615774484-2654,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 09, 2020",124.53,125.95,121,121.78,121.6,"115,089,200",Apple
1615774484-2704,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 30, 2020",113.79,117.26,113.62,115.81,115.44,"142,675,200",Apple
1615774484-2661,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 30, 2020",116.97,120.97,116.81,119.05,118.87,"169,410,200",Apple
1615774484-2756,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 21, 2020",99.17,99.25,96.74,97,96.51,"103,646,000",Apple
1615774484-2683,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Oct 29, 2020",112.37,116.93,112.2,115.32,114.95,"146,129,200",Apple
1615774484-2810,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"May 05, 2020",73.76,75.25,73.61,74.39,73.82,"147,751,200",Apple
1615774484-2779,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 17, 2020",88.79,88.85,87.77,87.9,87.46,"114,406,400",Apple
1615774484-2764,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 09, 2020",96.26,96.32,94.67,95.75,95.27,"125,642,800",Apple
1615774484-2722,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 03, 2020",126.91,128.84,120.5,120.88,120.49,"257,599,600",Apple
1615774484-2765,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 08, 2020",94.18,95.38,94.09,95.34,94.87,"117,092,000",Apple
1615774484-2650,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 15, 2020",124.34,127.9,124.13,127.88,127.69,"157,572,300",Apple
1615774484-2592,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 10, 2021",121.69,122.17,119.45,119.98,119.98,"111,760,400",Apple
1615774484-2723,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 02, 2020",137.59,137.98,127,131.4,130.98,"200,119,000",Apple
1615774484-2602,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Feb 24, 2021",124.94,125.56,122.23,125.35,125.35,"111,039,900",Apple
1615774484-2699,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Oct 07, 2020",114.62,115.55,114.13,115.08,114.71,"96,849,000",Apple
1615774484-2719,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 09, 2020",117.26,119.14,115.26,117.32,116.94,"176,940,500",Apple
1615774484-2730,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Aug 25, 2020",124.7,125.18,123.05,124.82,124.42,"211,495,600",Apple
1615774484-2818,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Apr 23, 2020",68.97,70.44,68.72,68.76,68.23,"124,814,400",Apple
1615774484-2630,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 14, 2021",130.8,131,128.76,128.91,128.72,"90,221,800",Apple
1615774484-2645,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 22, 2020",131.61,134.41,129.65,131.88,131.68,"168,904,800",Apple
1615774484-2641,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 29, 2020",138.05,138.79,134.34,134.87,134.67,"121,047,300",Apple
1615774484-2621,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 28, 2021",139.52,141.99,136.7,137.09,136.89,"142,621,100",Apple
1615774484-2801,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"May 15, 2020",75.09,76.97,75.05,76.93,76.54,"166,348,400",Apple
1615774484-2647,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 18, 2020",128.96,129.1,126.12,126.66,126.47,"192,541,500",Apple
1615774484-2816,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Apr 27, 2020",70.45,71.14,69.99,70.79,70.25,"117,087,600",Apple
1615774484-2624,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jan 25, 2021",143.07,145.09,136.54,142.92,142.71,"157,611,700",Apple
1615774484-2768,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jul 02, 2020",91.96,92.62,90.91,91.03,90.57,"114,041,600",Apple
1615774484-2794,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"May 27, 2020",79.04,79.68,78.27,79.53,79.13,"112,945,200",Apple
1615774484-2601,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Feb 25, 2021",124.68,126.46,120.54,120.99,120.99,"148,199,500",Apple
1615774484-2666,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Nov 20, 2020",118.64,118.77,117.29,117.34,117.16,"73,604,300",Apple
1615774484-2829,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Apr 07, 2020",67.7,67.93,64.75,64.86,64.36,"202,887,200",Apple
1615774484-2599,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 01, 2021",123.75,127.93,122.79,127.79,127.79,"115,998,300",Apple
1615774484-2825,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Apr 14, 2020",70,72.06,69.51,71.76,71.21,"194,994,800",Apple
1615774484-2778,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 18, 2020",87.85,88.36,87.31,87.93,87.49,"96,820,400",Apple
1615774484-2692,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Oct 16, 2020",121.28,121.55,118.81,119.02,118.64,"115,393,800",Apple
1615774484-2649,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Dec 16, 2020",127.41,128.37,126.56,127.81,127.62,"98,208,600",Apple
1615774484-2782,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 12, 2020",86.18,86.95,83.56,84.7,84.28,"200,146,000",Apple
1615774484-2822,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Apr 17, 2020",71.17,71.74,69.21,70.7,70.16,"215,250,000",Apple
1615774484-2792,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"May 29, 2020",79.81,80.29,79.12,79.49,79.09,"153,598,000",Apple
1615774484-2834,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Mar 31, 2020",63.9,65.62,63,63.57,63.08,"197,002,000",Apple
1615774484-2771,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Jun 29, 2020",88.31,90.54,87.82,90.44,89.99,"130,646,000",Apple
1615774484-2709,https://finance.yahoo.com/quote/AAPL/history?p=AAPL,"Sep 23, 2020",111.62,112.11,106.77,107.12,106.78,"150,718,700",Apple
