web-scraper-order,web-scraper-start-url,Date,Open,High,Low,Close*,name
"1620589824-1049","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2014","22.64","23.76","22.23","23.23","Apple Inc. (AAPL)"
"1620589824-1033","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 07, 2015","0.13 Dividend","null","null","null","Apple Inc. (AAPL)"
"1620589835-1324","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2013","27.05","28.68","24.72","25.58","Facebook, Inc. (FB)"
"1620589814-769","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2014","601.12","611.20","551.41","555.45","Alphabet Inc. (GOOG)"
"1620589830-1128","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2019","1,465.20","1,736.41","1,460.93","1,718.73","Amazon.com, Inc. (AMZN)"
"1620589824-979","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Oct 01, 2018","56.99","58.37","51.52","54.72","Apple Inc. (AAPL)"
"1620589835-1330","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2012","18.08","23.37","17.55","21.66","Facebook, Inc. (FB)"
"1620589814-776","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2013","445.83","453.16","421.20","421.87","Alphabet Inc. (GOOG)"
"1620589824-965","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 09, 2019","0.1925 Dividend","null","null","null","Apple Inc. (AAPL)"
"1620589814-792","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2012","319.19","325.35","294.00","301.30","Alphabet Inc. (GOOG)"
"1620589830-1101","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2021","3,117.94","3,554.00","3,115.55","3,467.42","Amazon.com, Inc. (AMZN)"
"1620589835-1234","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2020","294.71","303.60","244.13","261.90","Facebook, Inc. (FB)"
"1620589819-882","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2015","79.86","90.21","78.89","89.15","Netflix, Inc. (NFLX)"
"1620589814-789","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2012","289.82","320.10","280.00","315.30","Alphabet Inc. (GOOG)"
"1620589830-1113","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2020","1,932.97","2,475.00","1,889.15","2,474.00","Amazon.com, Inc. (AMZN)"
"1620589819-884","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2015","67.71","68.61","58.57","59.53","Netflix, Inc. (NFLX)"
"1620589824-1038","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2015","29.51","33.40","29.02","32.12","Apple Inc. (AAPL)"
"1620589819-924","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2011","11.44","13.41","8.91","9.22","Netflix, Inc. (NFLX)"
"1620589819-910","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2013","13.60","25.32","12.96","23.61","Netflix, Inc. (NFLX)"
"1620589819-869","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2016","90.41","104.00","85.74","102.57","Netflix, Inc. (NFLX)"
"1620589824-999","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2017","36.22","38.50","35.60","37.18","Apple Inc. (AAPL)"
"1620589819-832","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2019","343.56","375.00","332.65","367.32","Netflix, Inc. (NFLX)"
"1620589835-1298","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2015","79.24","81.85","76.79","79.19","Facebook, Inc. (FB)"
"1620589819-812","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2021","536.79","566.65","518.28","538.85","Netflix, Inc. (NFLX)"
"1620589819-842","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2018","335.87","376.81","310.93","367.68","Netflix, Inc. (NFLX)"
"1620589824-1065","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2013","16.10","16.23","13.89","14.16","Apple Inc. (AAPL)"
"1620589824-1095","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2011","12.54","12.68","11.43","12.50","Apple Inc. (AAPL)"
"1620589814-747","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2015","711.06","762.71","705.85","742.60","Alphabet Inc. (GOOG)"
"1620589814-764","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2014","576.74","598.01","563.46","570.03","Alphabet Inc. (GOOG)"
"1620589819-824","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2020","347.24","392.95","346.28","369.03","Netflix, Inc. (NFLX)"
"1620589830-1104","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2021","3,270.00","3,363.89","3,086.00","3,206.20","Amazon.com, Inc. (AMZN)"
"1620589824-975","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2019","38.72","42.25","35.50","41.61","Apple Inc. (AAPL)"
"1620589814-758","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2015","527.56","540.69","486.23","533.06","Alphabet Inc. (GOOG)"
"1620589830-1174","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2015","380.85","388.42","365.65","372.10","Amazon.com, Inc. (AMZN)"
"1620589819-808","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 07, 2021","504.62","508.55","501.16","503.84","Netflix, Inc. (NFLX)"
"1620589830-1214","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2011","208.11","222.35","181.51","192.29","Amazon.com, Inc. (AMZN)"
"1620589830-1198","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2013","263.27","277.40","252.07","266.49","Amazon.com, Inc. (AMZN)"
"1620589814-762","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2014","570.28","594.85","566.65","575.78","Alphabet Inc. (GOOG)"
"1620589814-749","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2015","602.36","650.90","589.38","608.42","Alphabet Inc. (GOOG)"
"1620589824-973","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 08, 2019","0.1825 Dividend","null","null","null","Apple Inc. (AAPL)"
"1620589824-972","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2019","43.57","49.42","42.38","47.49","Apple Inc. (AAPL)"
"1620589819-854","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2017","182.49","184.62","164.23","174.71","Netflix, Inc. (NFLX)"
"1620589835-1249","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2019","175.00","198.88","160.84","193.00","Facebook, Inc. (FB)"
"1620589819-927","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2011","38.36","38.50","29.05","33.57","Netflix, Inc. (NFLX)"
"1620589824-1079","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2012","22.00","24.32","21.44","23.76","Apple Inc. (AAPL)"
"1620589824-982","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2018","49.78","57.22","49.33","56.91","Apple Inc. (AAPL)"
"1620589835-1304","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2014","75.47","78.27","72.51","77.70","Facebook, Inc. (FB)"
"1620589824-1007","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2017","28.95","30.61","28.69","30.34","Apple Inc. (AAPL)"
"1620589824-1052","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2014","19.21","21.41","18.26","21.07","Apple Inc. (AAPL)"
"1620589814-759","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2014","537.42","539.93","487.66","524.96","Alphabet Inc. (GOOG)"
"1620589814-732","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2017","799.68","833.45","791.19","823.21","Alphabet Inc. (GOOG)"
"1620589824-954","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2020","71.56","81.06","71.46","79.49","Apple Inc. (AAPL)"
"1620589819-846","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2018","291.94","338.82","271.22","312.46","Netflix, Inc. (NFLX)"
"1620589830-1120","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2019","1,770.00","1,853.66","1,709.22","1,735.91","Amazon.com, Inc. (AMZN)"
"1620589835-1257","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Oct 01, 2018","163.03","165.88","139.03","151.79","Facebook, Inc. (FB)"
"1620589830-1118","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2019","1,788.01","1,824.69","1,722.71","1,800.80","Amazon.com, Inc. (AMZN)"
"1620589819-861","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2017","124.96","143.46","124.31","140.71","Netflix, Inc. (NFLX)"
"1620589814-722","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2017","1,015.80","1,078.49","988.28","1,046.40","Alphabet Inc. (GOOG)"
"1620589824-970","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2019","52.47","53.83","43.75","43.77","Apple Inc. (AAPL)"
"1620589835-1244","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2019","192.85","203.80","188.54","201.64","Facebook, Inc. (FB)"
"1620589814-787","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2012","341.00","381.02","335.49","375.84","Alphabet Inc. (GOOG)"
"1620589819-908","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2013","26.73","28.15","25.17","27.04","Netflix, Inc. (NFLX)"
"1620589824-959","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2020","74.06","81.96","73.19","77.38","Apple Inc. (AAPL)"
"1620589830-1160","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2016","663.92","724.23","656.00","722.79","Amazon.com, Inc. (AMZN)"
"1620589814-772","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2013","529.77","558.41","522.55","558.26","Alphabet Inc. (GOOG)"
"1620589830-1110","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2020","2,757.99","3,344.29","2,754.00","3,164.68","Amazon.com, Inc. (AMZN)"
"1620589830-1129","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2018","1,769.46","1,778.34","1,307.00","1,501.97","Amazon.com, Inc. (AMZN)"
"1620589835-1272","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2017","151.72","175.49","147.80","169.25","Facebook, Inc. (FB)"
"1620589824-978","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2018","54.76","55.59","42.56","44.65","Apple Inc. (AAPL)"
"1620589830-1115","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2020","2,010.60","2,185.95","1,811.13","1,883.75","Amazon.com, Inc. (AMZN)"
"1620589814-806","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2011","301.12","314.41","299.55","305.55","Alphabet Inc. (GOOG)"
"1620589819-907","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2013","27.28","32.04","22.71","30.87","Netflix, Inc. (NFLX)"
"1620589824-956","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2020","70.57","76.00","53.15","63.57","Apple Inc. (AAPL)"
"1620589814-797","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2011","288.97","308.00","279.62","298.58","Alphabet Inc. (GOOG)"
"1620589814-699","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2019","1,265.00","1,335.53","1,260.50","1,304.96","Alphabet Inc. (GOOG)"
"1620589824-1024","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2015","29.69","29.97","26.20","26.32","Apple Inc. (AAPL)"
"1620589824-1093","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2011","12.46","12.58","11.09","11.99","Apple Inc. (AAPL)"
"1620589824-996","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2017","41.20","41.24","37.29","38.53","Apple Inc. (AAPL)"
"1620589835-1267","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2017","176.03","182.28","169.01","176.46","Facebook, Inc. (FB)"
"1620589835-1247","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2019","194.17","198.47","176.66","185.67","Facebook, Inc. (FB)"
"1620589830-1133","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2018","1,784.00","2,025.57","1,776.02","2,012.71","Amazon.com, Inc. (AMZN)"
"1620589824-963","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Oct 01, 2019","56.27","62.44","53.78","62.19","Apple Inc. (AAPL)"
"1620589814-717","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2018","1,013.66","1,110.75","1,006.29","1,084.99","Alphabet Inc. (GOOG)"
"1620589830-1143","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Oct 01, 2017","964.00","1,122.79","950.37","1,105.28","Amazon.com, Inc. (AMZN)"
"1620589830-1112","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2020","2,336.80","2,525.45","2,256.38","2,442.37","Amazon.com, Inc. (AMZN)"
"1620589835-1253","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2019","165.84","172.47","159.59","161.45","Facebook, Inc. (FB)"
"1620589819-847","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2018","292.75","333.98","275.90","295.35","Netflix, Inc. (NFLX)"
"1620589819-878","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2015","114.60","129.29","85.50","115.03","Netflix, Inc. (NFLX)"
"1620589835-1238","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2020","201.60","240.90","198.76","225.09","Facebook, Inc. (FB)"
"1620589824-976","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2018","46.12","46.24","36.65","39.44","Apple Inc. (AAPL)"
"1620589824-949","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 07, 2020","0.205 Dividend","null","null","null","Apple Inc. (AAPL)"
"1620589814-770","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2014","587.40","612.15","561.90","605.56","Alphabet Inc. (GOOG)"
"1620589830-1209","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2012","198.02","233.84","183.65","231.90","Amazon.com, Inc. (AMZN)"
"1620589830-1210","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2012","179.89","209.85","176.58","202.51","Amazon.com, Inc. (AMZN)"
"1620589824-980","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2018","57.10","57.42","53.83","56.44","Apple Inc. (AAPL)"
"1620589835-1329","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Oct 01, 2012","22.08","24.25","18.80","21.11","Facebook, Inc. (FB)"
"1620589824-1092","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2011","12.00","14.45","11.94","13.95","Apple Inc. (AAPL)"
"1620589835-1270","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2017","172.40","174.00","161.56","170.87","Facebook, Inc. (FB)"
"1620589819-867","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2016","95.00","101.27","84.50","91.25","Netflix, Inc. (NFLX)"
"1620589830-1108","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2020","3,489.58","3,552.25","2,871.00","3,148.73","Amazon.com, Inc. (AMZN)"
"1620589824-990","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2018","41.79","45.15","37.56","44.53","Apple Inc. (AAPL)"
"1620589819-933","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2011","30.66","35.36","29.00","29.52","Netflix, Inc. (NFLX)"
"1620589819-880","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2015","94.81","117.88","92.28","114.31","Netflix, Inc. (NFLX)"
"1620589830-1121","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2019","1,871.72","1,897.92","1,743.51","1,776.29","Amazon.com, Inc. (AMZN)"
"1620589814-687","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2020","1,628.16","1,818.06","1,616.03","1,760.74","Alphabet Inc. (GOOG)"
"1620589824-1023","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2016","25.65","26.46","23.10","24.33","Apple Inc. (AAPL)"
"1620589835-1261","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2018","193.07","203.55","186.43","194.32","Facebook, Inc. (FB)"
"1620589824-1094","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2011","12.49","12.57","11.77","12.42","Apple Inc. (AAPL)"
"1620589824-955","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2020","61.63","73.63","59.22","73.45","Apple Inc. (AAPL)"
"1620589819-875","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2015","109.20","126.60","101.86","123.33","Netflix, Inc. (NFLX)"
"1620589819-876","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Oct 01, 2015","102.91","115.83","96.26","108.38","Netflix, Inc. (NFLX)"
"1620589835-1273","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2017","151.75","156.50","144.56","150.98","Facebook, Inc. (FB)"
"1620589830-1191","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Oct 01, 2013","314.22","368.40","296.50","364.03","Amazon.com, Inc. (AMZN)"
"1620589814-777","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2013","441.57","462.27","436.17","442.22","Alphabet Inc. (GOOG)"
