web-scraper-order,web-scraper-start-url,Date,Open,High,Low,Close*,name
"1620589824-938","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2021","123.66","137.07","122.49","131.46","Apple Inc. (AAPL)"
"1620589824-967","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2019","50.79","55.34","49.60","53.26","Apple Inc. (AAPL)"
"1620589819-856","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2017","163.52","166.87","147.30","149.41","Netflix, Inc. (NFLX)"
"1620589819-866","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2016","91.23","98.85","90.50","97.45","Netflix, Inc. (NFLX)"
"1620589814-805","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2011","307.74","308.45","274.61","292.28","Alphabet Inc. (GOOG)"
"1620589830-1166","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2015","627.13","682.77","620.41","664.80","Amazon.com, Inc. (AMZN)"
"1620589819-844","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2018","353.88","423.21","352.82","391.43","Netflix, Inc. (NFLX)"
"1620589814-795","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2012","325.25","333.87","281.22","288.97","Alphabet Inc. (GOOG)"
"1620589819-835","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2019","362.26","379.00","342.47","356.56","Netflix, Inc. (NFLX)"
"1620589835-1295","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2015","93.53","98.74","72.00","89.43","Facebook, Inc. (FB)"
"1620589830-1109","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2020","3,180.51","3,495.00","3,073.00","3,450.96","Amazon.com, Inc. (AMZN)"
"1620589824-993","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 10, 2017","0.1575 Dividend","null","null","null","Apple Inc. (AAPL)"
"1620589830-1195","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2013","268.96","283.34","262.95","277.69","Amazon.com, Inc. (AMZN)"
"1620589814-796","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2011","298.88","322.17","298.38","321.74","Alphabet Inc. (GOOG)"
"1620589824-1030","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2015","30.38","30.64","23.00","28.19","Apple Inc. (AAPL)"
"1620589830-1126","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2019","1,655.13","1,823.75","1,586.57","1,780.75","Amazon.com, Inc. (AMZN)"
"1620589830-1224","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2011","181.37","191.60","166.90","169.64","Amazon.com, Inc. (AMZN)"
"1620589819-915","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2012","8.20","9.52","7.54","8.53","Netflix, Inc. (NFLX)"
"1620589830-1204","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2012","248.27","264.11","244.66","254.32","Amazon.com, Inc. (AMZN)"
"1620589835-1284","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2016","114.20","128.33","112.97","123.94","Facebook, Inc. (FB)"
"1620589824-988","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2018","44.63","45.88","41.24","41.94","Apple Inc. (AAPL)"
"1620589830-1151","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2017","829.21","860.86","803.00","845.04","Amazon.com, Inc. (AMZN)"
"1620589824-1060","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Oct 01, 2013","17.09","19.26","17.08","18.67","Apple Inc. (AAPL)"
"1620589830-1138","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2018","1,513.60","1,617.54","1,365.20","1,447.34","Amazon.com, Inc. (AMZN)"
"1620589819-826","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2019","314.39","338.00","292.02","323.57","Netflix, Inc. (NFLX)"
"1620589835-1254","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2019","128.99","171.68","128.56","166.69","Facebook, Inc. (FB)"
"1620589819-833","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2019","374.00","385.99","341.39","343.28","Netflix, Inc. (NFLX)"
"1620589835-1271","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2017","169.82","173.05","165.00","171.97","Facebook, Inc. (FB)"
"1620589835-1281","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Oct 01, 2016","128.38","133.50","126.75","130.99","Facebook, Inc. (FB)"
"1620589819-810","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2021","529.93","563.56","499.00","513.47","Netflix, Inc. (NFLX)"
"1620589814-729","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2017","901.94","979.27","901.45","964.86","Alphabet Inc. (GOOG)"
"1620589814-702","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2019","1,214.03","1,234.11","1,140.14","1,188.10","Alphabet Inc. (GOOG)"
"1620589830-1099","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 07, 2021","3,319.09","3,330.78","3,289.07","3,291.61","Amazon.com, Inc. (AMZN)"
"1620589830-1164","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2016","656.29","657.72","547.18","587.00","Amazon.com, Inc. (AMZN)"
"1620589819-809","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2021","512.65","518.95","491.37","503.84","Netflix, Inc. (NFLX)"
"1620589830-1206","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2012","229.30","240.74","212.61","233.30","Amazon.com, Inc. (AMZN)"
"1620589835-1274","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2017","151.74","153.60","144.42","151.46","Facebook, Inc. (FB)"
"1620589824-1000","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2017","38.29","38.99","35.55","36.01","Apple Inc. (AAPL)"
"1620589824-1014","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2016","26.10","27.56","26.00","26.52","Apple Inc. (AAPL)"
"1620589814-788","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2012","317.46","343.21","310.54","341.27","Alphabet Inc. (GOOG)"
"1620589830-1127","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2019","1,638.88","1,673.06","1,566.76","1,639.83","Amazon.com, Inc. (AMZN)"
"1620589824-1081","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2012","20.33","21.07","19.59","20.86","Apple Inc. (AAPL)"
"1620589819-909","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2013","24.29","28.23","23.25","26.87","Netflix, Inc. (NFLX)"
"1620589835-1301","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2015","76.11","81.37","73.45","78.97","Facebook, Inc. (FB)"
"1620589824-961","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 07, 2019","0.1925 Dividend","null","null","null","Apple Inc. (AAPL)"
"1620589819-912","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2012","11.12","12.08","10.64","11.67","Netflix, Inc. (NFLX)"
"1620589814-711","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2018","1,075.80","1,095.57","996.02","1,094.43","Alphabet Inc. (GOOG)"
"1620589835-1262","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2018","172.00","192.72","170.23","191.78","Facebook, Inc. (FB)"
"1620589830-1122","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2019","1,922.98","2,035.80","1,849.44","1,866.78","Amazon.com, Inc. (AMZN)"
"1620589835-1318","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2013","41.84","51.60","41.44","50.23","Facebook, Inc. (FB)"
"1620589824-1061","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2013","17.61","18.14","15.97","17.03","Apple Inc. (AAPL)"
"1620589830-1140","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2018","1,172.00","1,472.58","1,170.51","1,450.89","Amazon.com, Inc. (AMZN)"
"1620589835-1260","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2018","193.37","218.62","166.56","172.58","Facebook, Inc. (FB)"
"1620589819-900","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2013","46.98","52.54","46.45","52.26","Netflix, Inc. (NFLX)"
"1620589835-1264","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2018","179.01","186.10","149.02","159.79","Facebook, Inc. (FB)"
"1620589835-1251","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2019","167.83","198.48","167.28","193.40","Facebook, Inc. (FB)"
"1620589835-1299","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2015","82.50","85.59","78.32","78.77","Facebook, Inc. (FB)"
"1620589830-1105","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2020","3,188.50","3,350.65","3,072.82","3,256.93","Amazon.com, Inc. (AMZN)"
"1620589835-1263","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2018","157.81","177.10","150.51","172.00","Facebook, Inc. (FB)"
"1620589835-1259","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2018","173.93","188.30","170.27","175.73","Facebook, Inc. (FB)"
"1620589824-992","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2017","42.49","44.30","41.62","42.31","Apple Inc. (AAPL)"
"1620589824-1002","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2017","36.28","39.16","36.07","38.19","Apple Inc. (AAPL)"
"1620589814-706","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2019","1,184.10","1,289.27","1,175.00","1,188.48","Alphabet Inc. (GOOG)"
"1620589819-871","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2016","94.58","104.91","93.61","102.23","Netflix, Inc. (NFLX)"
"1620589824-1034","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2015","31.52","33.24","30.84","32.57","Apple Inc. (AAPL)"
"1620589814-698","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2019","1,301.00","1,365.00","1,279.00","1,337.02","Alphabet Inc. (GOOG)"
"1620589835-1240","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2020","194.03","197.24","137.10","166.80","Facebook, Inc. (FB)"
"1620589830-1216","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2011","215.28","244.00","204.47","216.23","Amazon.com, Inc. (AMZN)"
"1620589819-822","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2020","376.05","449.52","357.51","419.85","Netflix, Inc. (NFLX)"
"1620589830-1177","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2014","338.12","340.64","293.03","310.35","Amazon.com, Inc. (AMZN)"
"1620589814-689","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2020","1,636.63","1,733.18","1,406.55","1,469.60","Alphabet Inc. (GOOG)"
"1620589824-952","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2020","79.44","93.10","79.30","91.20","Apple Inc. (AAPL)"
"1620589824-1086","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2012","14.62","16.37","14.61","16.30","Apple Inc. (AAPL)"
"1620589835-1294","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2015","86.85","96.49","85.72","89.90","Facebook, Inc. (FB)"
"1620589830-1201","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2012","252.54","263.11","242.75","250.87","Amazon.com, Inc. (AMZN)"
"1620589814-713","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2018","1,204.27","1,212.99","1,146.91","1,193.47","Alphabet Inc. (GOOG)"
"1620589824-944","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 06, 2020","0.205 Dividend","null","null","null","Apple Inc. (AAPL)"
"1620589830-1170","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2015","439.35","580.57","425.57","536.15","Amazon.com, Inc. (AMZN)"
"1620589830-1172","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2015","423.82","439.00","414.55","429.23","Amazon.com, Inc. (AMZN)"
"1620589835-1319","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 01, 2013","37.30","42.26","36.02","41.29","Facebook, Inc. (FB)"
"1620589819-845","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2018","310.36","356.10","305.73","351.60","Netflix, Inc. (NFLX)"
"1620589814-756","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2015","559.00","576.33","542.73","546.50","Alphabet Inc. (GOOG)"
"1620589814-685","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2021","1,757.54","1,934.86","1,699.00","1,835.74","Alphabet Inc. (GOOG)"
"1620589830-1142","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2017","1,105.40","1,213.41","1,086.87","1,176.75","Amazon.com, Inc. (AMZN)"
"1620589830-1159","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2016","720.90","731.50","682.12","715.62","Amazon.com, Inc. (AMZN)"
"1620589830-1207","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2012","208.44","228.35","206.37","228.35","Amazon.com, Inc. (AMZN)"
"1620589830-1176","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2015","312.58","359.50","285.25","354.53","Amazon.com, Inc. (AMZN)"
"1620589835-1333","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jun 01, 2012","28.89","33.45","25.52","31.10","Facebook, Inc. (FB)"
"1620589824-1010","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2016","28.36","28.44","26.02","27.63","Apple Inc. (AAPL)"
"1620589824-1067","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2013","15.87","16.63","14.96","16.06","Apple Inc. (AAPL)"
"1620589835-1312","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2014","66.96","72.59","57.98","60.24","Facebook, Inc. (FB)"
"1620589830-1137","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2018","1,417.62","1,638.10","1,352.88","1,566.13","Amazon.com, Inc. (AMZN)"
"1620589824-1070","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 07, 2013","0.094643 Dividend","null","null","null","Apple Inc. (AAPL)"
"1620589830-1223","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2011","170.52","191.40","169.51","173.29","Amazon.com, Inc. (AMZN)"
"1620589835-1278","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2017","116.03","133.14","115.51","130.32","Facebook, Inc. (FB)"
"1620589824-1082","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2012","20.89","21.31","18.65","20.63","Apple Inc. (AAPL)"
"1620589819-911","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Dec 01, 2012","11.69","13.97","10.64","13.23","Netflix, Inc. (NFLX)"
"1620589824-1013","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 04, 2016","0.1425 Dividend","null","null","null","Apple Inc. (AAPL)"
"1620589830-1186","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Mar 01, 2014","358.74","383.11","330.88","336.37","Amazon.com, Inc. (AMZN)"
"1620589835-1245","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Oct 01, 2019","179.15","198.09","173.09","191.65","Facebook, Inc. (FB)"
"1620589830-1211","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2012","173.81","193.57","172.00","179.69","Amazon.com, Inc. (AMZN)"
"1620589835-1302","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jan 01, 2015","78.58","79.25","73.54","75.91","Facebook, Inc. (FB)"
"1620589814-701","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Sep 01, 2019","1,177.03","1,248.30","1,163.20","1,219.00","Alphabet Inc. (GOOG)"
"1620589830-1175","https://finance.yahoo.com/quote/AMZN/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Feb 01, 2015","350.05","389.37","350.01","380.16","Amazon.com, Inc. (AMZN)"
"1620589824-1080","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2012","20.88","22.14","20.36","21.81","Apple Inc. (AAPL)"
"1620589819-857","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2017","151.91","164.75","151.61","163.07","Netflix, Inc. (NFLX)"
"1620589819-858","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 01, 2017","146.70","153.52","138.66","152.20","Netflix, Inc. (NFLX)"
"1620589819-839","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2018","304.59","332.05","250.00","286.13","Netflix, Inc. (NFLX)"
"1620589814-754","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Apr 27, 2015","10027455:10000000 Stock Split","null","null","null","Alphabet Inc. (GOOG)"
"1620589814-791","https://finance.yahoo.com/quote/GOOG/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","May 01, 2012","300.77","317.73","288.42","289.35","Alphabet Inc. (GOOG)"
"1620589819-901","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Oct 01, 2013","44.97","55.59","40.40","46.07","Netflix, Inc. (NFLX)"
"1620589819-843","https://finance.yahoo.com/quote/NFLX/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Jul 01, 2018","385.45","419.77","328.00","337.45","Netflix, Inc. (NFLX)"
"1620589824-948","https://finance.yahoo.com/quote/AAPL/history?period1=1293840000&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Aug 31, 2020","4:1 Stock Split","null","null","null","Apple Inc. (AAPL)"
"1620589835-1292","https://finance.yahoo.com/quote/FB/history?period1=1337385600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true","Nov 01, 2015","101.72","110.65","100.47","104.24","Facebook, Inc. (FB)"
